ddt,dd
5.934745087110868553e+03,1.730057386207191030e+03
6.309325617759500346e+03,1.936597695839147718e+03
6.328699526727473312e+03,1.936597695839147718e+03
5.595258724307634111e+03,2.466296172441824183e+03
5.753359875753009874e+03,2.466296172441824183e+03
6.328885991145141816e+03,1.694735173996310095e+03
6.364128703311093886e+03,1.694735173996310095e+03
5.421973179705863913e+03,2.063634975813247820e+03
5.644078213051108833e+03,2.063634975813247820e+03
6.034452608929376765e+03,1.890552390922085124e+03
6.057583479696808354e+03,1.890552390922085124e+03
5.057371792756955983e+03,1.833568339217958282e+03
5.235788119165008538e+03,1.833568339217958282e+03
5.832078022215418969e+03,1.358208300648084787e+03
5.781501948363494193e+03,1.358208300648084787e+03
5.053958697208894591e+03,3.246921289197668557e+03
5.060638865653045286e+03,3.246921289197668557e+03
6.687757354492262493e+03,1.312884566039937681e+03
6.415250910969828510e+03,1.312884566039937681e+03
6.003499903561217252e+03,2.006807414316178210e+03
6.171924678103356200e+03,2.006807414316178210e+03
6.344863598259664286e+03,9.209080071913358552e+02
6.179717482475215547e+03,9.209080071913358552e+02
4.981748122678058280e+03,2.412271326277737899e+03
5.569405119958793875e+03,2.412271326277737899e+03
5.748320993213043039e+03,1.606281599197688138e+03
6.119531202207257593e+03,1.606281599197688138e+03
4.964430075155893064e+03,2.648294675679574993e+03
5.024414737809802318e+03,2.648294675679574993e+03
5.890531204195831378e+03,2.613226863536547626e+03
6.105635773302359667e+03,2.613226863536547626e+03
5.454408261359158132e+03,2.036343844536229426e+03
5.381919527155315336e+03,2.036343844536229426e+03
6.354653364527560370e+03,1.457692663600046444e+03
6.364165679397353415e+03,1.457692663600046444e+03
6.647229259246958463e+03,1.673912279062585640e+03
6.751326492172474900e+03,1.673912279062585640e+03
5.331946931295353352e+03,1.613364686505870623e+03
5.299153016226473483e+03,1.613364686505870623e+03
7.697758619304973763e+03,1.393371736409668756e+03
7.176307447852562291e+03,1.393371736409668756e+03
5.670844014610737759e+03,1.379734143730860978e+03
5.505846044402921507e+03,1.379734143730860978e+03
6.682998856730401712e+03,1.390642294152278510e+03
6.932565955149237197e+03,1.390642294152278510e+03
6.335821810764416114e+03,1.760113432813014015e+03
5.780151358257766333e+03,1.760113432813014015e+03
5.991845382972085645e+03,1.814572304942708570e+03
6.291571399219811610e+03,1.814572304942708570e+03
5.263771037103939307e+03,2.607430345800055420e+03
5.315009279048594180e+03,2.607430345800055420e+03
6.074812278116166453e+03,1.944532629100884606e+03
5.480276831108410079e+03,1.944532629100884606e+03
5.773307424260360676e+03,2.369379686080747888e+03
5.210585819472920775e+03,2.369379686080747888e+03
5.410383973663931101e+03,2.630006417515341127e+03
5.471204602412395616e+03,2.630006417515341127e+03
5.939988470305058399e+03,1.684890826009647071e+03
5.639526124857936338e+03,1.684890826009647071e+03
6.076833316898586418e+03,1.832562971420701388e+03
5.926661612161313315e+03,1.832562971420701388e+03
5.002182503830920723e+03,2.582239424050918387e+03
5.224444461859768126e+03,2.582239424050918387e+03
5.086531530285305053e+03,2.340766449877786272e+03
5.116214981362099024e+03,2.340766449877786272e+03
5.791243317851614847e+03,1.705285638122939872e+03
5.709127482605060322e+03,1.705285638122939872e+03
7.022515282048610061e+03,1.417693552182875010e+03
6.798320187678948059e+03,1.417693552182875010e+03
7.057368305022265304e+03,1.286705612781635182e+03
6.486049811667568065e+03,1.286705612781635182e+03
6.669874690824855861e+03,1.505729455219428246e+03
6.075183134301428254e+03,1.505729455219428246e+03
6.310997045746557887e+03,1.664306900889978351e+03
6.030952946864361365e+03,1.664306900889978351e+03
5.352514305008946394e+03,2.533201492195692026e+03
5.396897278932966401e+03,2.533201492195692026e+03
5.035712914698056011e+03,2.561224196886549180e+03
5.090347844380930837e+03,2.561224196886549180e+03
6.446725890265753151e+03,1.548133728267851666e+03
6.456130938882200098e+03,1.548133728267851666e+03
5.650191331002064544e+03,1.975016182950071425e+03
5.526405437949021689e+03,1.975016182950071425e+03
5.488887239211584529e+03,1.869923861608016978e+03
5.465751986930938983e+03,1.869923861608016978e+03
5.097641023188603867e+03,2.498219991071577169e+03
5.041962673510395689e+03,2.498219991071577169e+03
6.281643726777633674e+03,1.015103382632745820e+03
6.165344690697664191e+03,1.015103382632745820e+03
5.769661453141017773e+03,1.952424182265029458e+03
5.964766326482065779e+03,1.952424182265029458e+03
6.197362233349639610e+03,1.773067697309111281e+03
6.022966842569686378e+03,1.773067697309111281e+03
6.067360158540759585e+03,1.443542129833467470e+03
6.300205579621987454e+03,1.443542129833467470e+03
6.235078477256641236e+03,1.576739274506158154e+03
6.637732511955483460e+03,1.576739274506158154e+03
6.317685401783323869e+03,1.015103382632745820e+03
6.361170449584727976e+03,1.015103382632745820e+03
5.241323206766093790e+03,2.612482680307225564e+03
5.119044310007475360e+03,2.612482680307225564e+03
5.488356827239862469e+03,1.823066340800385660e+03
5.519845607551510511e+03,1.823066340800385660e+03
4.816927687808793053e+03,2.799641830245961955e+03
4.885274347094535187e+03,2.799641830245961955e+03
5.780709231983132668e+03,1.689526669870411979e+03
5.879194756264415446e+03,1.689526669870411979e+03
6.327607827727872973e+03,1.313343378912126582e+03
6.299710002343264932e+03,1.313343378912126582e+03
5.177919311057215054e+03,1.971339696936275004e+03
5.238955494931482463e+03,1.971339696936275004e+03
6.231700636884439518e+03,1.491838428014726333e+03
6.183456949581784102e+03,1.491838428014726333e+03
6.594995280489235483e+03,1.891187186175149236e+03
6.722890599986742018e+03,1.891187186175149236e+03
5.214494902541365263e+03,2.289535548752647173e+03
5.219340790634803852e+03,2.289535548752647173e+03
5.308660127174132867e+03,1.585802954495311496e+03
5.390159067803052494e+03,1.585802954495311496e+03
5.990484184541556715e+03,1.659632854805296802e+03
6.126837050960705710e+03,1.659632854805296802e+03
6.187281500341841820e+03,1.257368090137004174e+03
5.657574822576703809e+03,1.257368090137004174e+03
6.106476140821607260e+03,1.712420823094994603e+03
5.903825174492773840e+03,1.712420823094994603e+03
5.276832547825768415e+03,2.491055717837696648e+03
5.564284467934079657e+03,2.491055717837696648e+03
6.363890208939665172e+03,1.923135535492966483e+03
6.438073382310170928e+03,1.923135535492966483e+03
6.123251977599632482e+03,1.543774492176668673e+03
6.629123777046513169e+03,1.543774492176668673e+03
5.108873393927598045e+03,2.291537020055533958e+03
5.217129681531908318e+03,2.291537020055533958e+03
6.596189986599943040e+03,1.426149770881753284e+03
6.422878000679703291e+03,1.426149770881753284e+03
6.664196407236766390e+03,1.950954801208779372e+03
6.336134738432150698e+03,1.950954801208779372e+03
5.585726365070403517e+03,1.927451463616421734e+03
6.052256853631535705e+03,1.927451463616421734e+03
6.169564609183867105e+03,2.491042124738062739e+03
6.110503419193859372e+03,2.491042124738062739e+03
5.795630028414321714e+03,1.903690648748587137e+03
5.968992223707194171e+03,1.903690648748587137e+03
5.942805574860977686e+03,1.902156457013391446e+03
6.541785474732701914e+03,1.902156457013391446e+03
5.902128595613257858e+03,1.624124371886172185e+03
5.677979894141773912e+03,1.624124371886172185e+03
5.555393595029591779e+03,2.902714996230231463e+03
5.421539430372851712e+03,2.902714996230231463e+03
6.015952127350933551e+03,2.062345179965789157e+03
6.038081074199343675e+03,2.062345179965789157e+03
6.653644943021758991e+03,1.254466977857956181e+03
6.743028691916223579e+03,1.254466977857956181e+03
6.332553813444833395e+03,1.524934986153169802e+03
6.198749813577294844e+03,1.524934986153169802e+03
6.387216191138478280e+03,2.106357317318153036e+03
6.561034418812392687e+03,2.106357317318153036e+03
6.149921098338730189e+03,1.235802529782009742e+03
6.288428052340843351e+03,1.235802529782009742e+03
6.900055838828844571e+03,1.393638060389018165e+03
6.876306623366823260e+03,1.393638060389018165e+03
6.440707018290759152e+03,1.166229069060045504e+03
6.892551346112893953e+03,1.166229069060045504e+03
5.314132701636746788e+03,2.083725789223361971e+03
5.326471622195086638e+03,2.083725789223361971e+03
5.431769700793722222e+03,1.833731537380249847e+03
5.354852414234998832e+03,1.833731537380249847e+03
5.283519369075924260e+03,3.003172432427807507e+03
5.268721869449916085e+03,3.003172432427807507e+03
5.913719646059451406e+03,1.803093866108337579e+03
5.706094689371680943e+03,1.803093866108337579e+03
6.544998986462063840e+03,1.328868697546124622e+03
6.492193327211848555e+03,1.328868697546124622e+03
6.109937983309752781e+03,1.904155400554484231e+03
6.077235348716291810e+03,1.904155400554484231e+03
7.037637548439224702e+03,1.277408209158924592e+03
6.926533023475595655e+03,1.277408209158924592e+03
5.962945847833647349e+03,1.600687190602084684e+03
6.248913325363110744e+03,1.600687190602084684e+03
6.695676169521001611e+03,1.405193258026330113e+03
7.035266946547218140e+03,1.405193258026330113e+03
6.590760360468847466e+03,1.546810326638359811e+03
6.741897521721035446e+03,1.546810326638359811e+03
6.082963052241694641e+03,1.266910116667650300e+03
5.898109041097713089e+03,1.266910116667650300e+03
6.201066727952720612e+03,1.499655589099733334e+03
6.205374110707693035e+03,1.499655589099733334e+03
6.403273982662289200e+03,2.223926820187481098e+03
6.328213877313414741e+03,2.223926820187481098e+03
5.810072130001522964e+03,1.507731247423976811e+03
5.996090597772689762e+03,1.507731247423976811e+03
6.178239971833875643e+03,1.905735302582972054e+03
7.179676155668264983e+03,1.905735302582972054e+03
6.783026255066764861e+03,1.848493784588737526e+03
6.396107501470162788e+03,1.848493784588737526e+03
5.869873415915432815e+03,1.563132313207227071e+03
6.322890225542765620e+03,1.563132313207227071e+03
5.660207314970006337e+03,1.966143833356052710e+03
5.689085856807654636e+03,1.966143833356052710e+03
6.348288516579947100e+03,1.461604611876510262e+03
6.408528197994115544e+03,1.461604611876510262e+03
6.468029227803560389e+03,1.138131640544599577e+03
6.614559735269035627e+03,1.138131640544599577e+03
6.254282801953394483e+03,1.567763648143249156e+03
5.626889430887029448e+03,1.567763648143249156e+03
6.104615399150966368e+03,1.390831007638893880e+03
6.251319460443902244e+03,1.390831007638893880e+03
5.666940162356425390e+03,1.381770603237320984e+03
5.511727424524435264e+03,1.381770603237320984e+03
5.797793558703673625e+03,2.174628441482098879e+03
5.562214971598415104e+03,2.174628441482098879e+03
5.388170512339406741e+03,3.686712267826626885e+03
5.431332404283301912e+03,3.686712267826626885e+03
5.668215509904528517e+03,2.446574531812342684e+03
6.019836939420017188e+03,2.446574531812342684e+03
6.069512737611479679e+03,1.454913228501595313e+03
5.973678344803020991e+03,1.454913228501595313e+03
6.640762517910127826e+03,1.494219768996429366e+03
7.001690156657698935e+03,1.494219768996429366e+03
7.604863892088388639e+03,1.077143953746227453e+03
7.143285334486618012e+03,1.077143953746227453e+03
5.502745198792265001e+03,1.705062400554307033e+03
5.358813961482764171e+03,1.705062400554307033e+03
5.581237526454267936e+03,2.525665603397878840e+03
5.737584961663471404e+03,2.525665603397878840e+03
6.192321288074337645e+03,1.975089544527462294e+03
6.709736586313284533e+03,1.975089544527462294e+03
5.652548308369774531e+03,1.076357554143061634e+03
5.511745887675734593e+03,1.076357554143061634e+03
5.926489470573666040e+03,2.249898146203846864e+03
6.039738553829287412e+03,2.249898146203846864e+03
5.498204420787410527e+03,2.253576168965925262e+03
5.881129006358130937e+03,2.253576168965925262e+03
6.370707209767188942e+03,1.258855552509311337e+03
6.630156190231770779e+03,1.258855552509311337e+03
5.792592566158846239e+03,1.474598095597518068e+03
5.813475272388926896e+03,1.474598095597518068e+03
5.020031665217987211e+03,2.656331773465305560e+03
5.056474041912548273e+03,2.656331773465305560e+03
6.652709968053851298e+03,1.339904820153108176e+03
6.406807403139052440e+03,1.339904820153108176e+03
6.021334254069149210e+03,1.517570059282985767e+03
6.149623300763250882e+03,1.517570059282985767e+03
6.200896055057054582e+03,1.513254149876220254e+03
6.987642012274031913e+03,1.513254149876220254e+03
6.672144339678711731e+03,1.133332307149097687e+03
6.349103767455588240e+03,1.133332307149097687e+03
5.644585424534217964e+03,1.903805285341782337e+03
5.512453253520795442e+03,1.903805285341782337e+03
5.219995460404095866e+03,1.631613302435743890e+03
5.170451373574787794e+03,1.631613302435743890e+03
5.561417356850292890e+03,4.030423021783067725e+03
5.319477742882355415e+03,4.030423021783067725e+03
5.402531948324684890e+03,1.509800785223909543e+03
5.702704125362545710e+03,1.509800785223909543e+03
5.528921412345525823e+03,2.030166636874377446e+03
5.396625155249560521e+03,2.030166636874377446e+03
6.121225595089968920e+03,1.866905343753379611e+03
6.611098824226144643e+03,1.866905343753379611e+03
6.543209629688148198e+03,9.498129188186804868e+02
6.337917715482697531e+03,9.498129188186804868e+02
5.939711557485265985e+03,2.159444143189501574e+03
7.235769001808709618e+03,2.159444143189501574e+03
5.335703759133009953e+03,2.742860882702776507e+03
5.432440172831943528e+03,2.742860882702776507e+03
5.776289165139827674e+03,1.825227280119041097e+03
5.595802037650983948e+03,1.825227280119041097e+03
6.309909196001888631e+03,8.948362306226077862e+02
6.350276309016209780e+03,8.948362306226077862e+02
5.808502753120376838e+03,2.303256439811074415e+03
5.924227243308796460e+03,2.303256439811074415e+03
5.414715174532557285e+03,1.921517185959035942e+03
5.663285344862054444e+03,1.921517185959035942e+03
5.755348110892077784e+03,1.466600457853264743e+03
5.799214277947704431e+03,1.466600457853264743e+03
6.673484922856149751e+03,1.507605841324044150e+03
6.490129512929333032e+03,1.507605841324044150e+03
5.157035341977280950e+03,2.336296769635105193e+03
5.478763189413790315e+03,2.336296769635105193e+03
5.536945923932400547e+03,1.556684468810035696e+03
5.654296775024338785e+03,1.556684468810035696e+03
5.613056366424528278e+03,2.903488975007640875e+03
6.020898229719962728e+03,2.903488975007640875e+03
6.318217766655756350e+03,1.788850230972235977e+03
6.432019219430814701e+03,1.788850230972235977e+03
5.818359125578537714e+03,3.331444283883069602e+03
5.703134080896571504e+03,3.331444283883069602e+03
6.002466273671749150e+03,1.442643428599887557e+03
6.198729193667582877e+03,1.442643428599887557e+03
5.274337432907546827e+03,1.573649980507056625e+03
5.538689763847988615e+03,1.573649980507056625e+03
7.260270803193873689e+03,1.448102157912977418e+03
6.212559875295919483e+03,1.448102157912977418e+03
5.788095626663821349e+03,1.235355864049036654e+03
5.870343436513393499e+03,1.235355864049036654e+03
5.568187971891804409e+03,2.397669304527983513e+03
5.586249254323120113e+03,2.397669304527983513e+03
5.829204181281788806e+03,2.109095488546970955e+03
5.616750614902954112e+03,2.109095488546970955e+03
5.173343721039654156e+03,2.500042514224449860e+03
4.917415293987826772e+03,2.500042514224449860e+03
5.767906107677981709e+03,2.562748318257013125e+03
5.258528774511862139e+03,2.562748318257013125e+03
5.949127429280039905e+03,1.424445509313836965e+03
6.095455662552790272e+03,1.424445509313836965e+03
5.401813343217799229e+03,1.316307902077236122e+03
5.358907300511532412e+03,1.316307902077236122e+03
5.813257731949312074e+03,1.219852065524903537e+03
5.855450840736911232e+03,1.219852065524903537e+03
5.239525815031934144e+03,2.137587056635355566e+03
5.423704679236470838e+03,2.137587056635355566e+03
5.190576931176726248e+03,1.234257950006194051e+03
5.396841438654657395e+03,1.234257950006194051e+03
6.223863712801702604e+03,1.937707409233963972e+03
5.966662390261634755e+03,1.937707409233963972e+03
6.168697083133353772e+03,1.483371862168109828e+03
5.971086769135196846e+03,1.483371862168109828e+03
6.108904618532916174e+03,1.288652857893258215e+03
6.013948183772769880e+03,1.288652857893258215e+03
4.953688267832084421e+03,1.768849864001643709e+03
5.116432316728520163e+03,1.768849864001643709e+03
5.481261162250219058e+03,2.041230390853389508e+03
5.368377327152479666e+03,2.041230390853389508e+03
5.982473326304894726e+03,2.536495250946086799e+03
5.245196400533242922e+03,2.536495250946086799e+03
6.205734153123786200e+03,1.905381387861382791e+03
6.293572040463614940e+03,1.905381387861382791e+03
6.207081641482935993e+03,1.560215627606302405e+03
6.256274824650615301e+03,1.560215627606302405e+03
5.246593307540772003e+03,1.987057031310765296e+03
5.192953423149107039e+03,1.987057031310765296e+03
9.685701270971714621e+03,1.511503536012405675e+03
9.126838889339325760e+03,1.511503536012405675e+03
5.713118749020466566e+03,2.137310172199957378e+03
6.007492816089324151e+03,2.137310172199957378e+03
5.208492032234802537e+03,2.068917998416754926e+03
5.263993286682554753e+03,2.068917998416754926e+03
5.187253080725442487e+03,1.892861715519187101e+03
5.092624742874069852e+03,1.892861715519187101e+03
4.988489644964465697e+03,2.456963103236217194e+03
4.980419222345461094e+03,2.456963103236217194e+03
6.575075764418504150e+03,1.459958638660577435e+03
6.494839883002749957e+03,1.459958638660577435e+03
5.768289088141838874e+03,1.812086619256666154e+03
5.819947125736005546e+03,1.812086619256666154e+03
5.615697815411294869e+03,1.769667093110764881e+03
5.916833009667156148e+03,1.769667093110764881e+03
6.721813141316927613e+03,1.452474728615583672e+03
7.032754294000358641e+03,1.452474728615583672e+03
6.510101946972653423e+03,1.695741781309237467e+03
6.785489495863223965e+03,1.695741781309237467e+03
6.709031291449891796e+03,1.199613981029664046e+03
6.754473561191287445e+03,1.199613981029664046e+03
5.174728398222448959e+03,1.572147457989206941e+03
5.228416274626089944e+03,1.572147457989206941e+03
5.744073487521407515e+03,1.171779599470050698e+03
6.034398094511579984e+03,1.171779599470050698e+03
6.363195168767818359e+03,1.432390351543383758e+03
6.291980998803801413e+03,1.432390351543383758e+03
6.105303429498012520e+03,1.456458617650367842e+03
6.588397556830355825e+03,1.456458617650367842e+03
5.211949347292160382e+03,2.270625882787954197e+03
5.190435502448520310e+03,2.270625882787954197e+03
5.600962220299516048e+03,1.927513388083644941e+03
5.553952238255010343e+03,1.927513388083644941e+03
6.468770868381581749e+03,1.093778710761140246e+03
7.044971962503303985e+03,1.093778710761140246e+03
5.123119694395935767e+03,2.156061082755426469e+03
5.317686008303589006e+03,2.156061082755426469e+03
6.204152660533902235e+03,2.189977763186347602e+03
6.459247570722081036e+03,2.189977763186347602e+03
5.915116713325221099e+03,2.060164136608296303e+03
5.686057697549178556e+03,2.060164136608296303e+03
5.057675198147222545e+03,2.179967922309418100e+03
5.015867499155179758e+03,2.179967922309418100e+03
5.636281114617812818e+03,2.742617149251599585e+03
5.687425880286873507e+03,2.742617149251599585e+03
5.776047819256231378e+03,1.443071146747473449e+03
6.168090969259465055e+03,1.443071146747473449e+03
5.060337755895894588e+03,1.433581978274356288e+03
4.967553162715940744e+03,1.433581978274356288e+03
4.835878122270095446e+03,2.816761208957948384e+03
5.250247033802332226e+03,2.816761208957948384e+03
6.810389759284061256e+03,1.241623038070909388e+03
6.438178043603581500e+03,1.241623038070909388e+03
5.581099638672621040e+03,2.320524486152597547e+03
5.284194512921586465e+03,2.320524486152597547e+03
5.248067827233555363e+03,2.982335257218373954e+03
5.665547581403311597e+03,2.982335257218373954e+03
6.186321850630425615e+03,2.378029027689296981e+03
6.312499337985671445e+03,2.378029027689296981e+03
4.793657956519949039e+03,3.455773585305185406e+03
4.876169128319002084e+03,3.455773585305185406e+03
5.713996557128383756e+03,1.872801158959942768e+03
5.566638264699945466e+03,1.872801158959942768e+03
5.318914451366094909e+03,1.613325446805975844e+03
5.267738706945175181e+03,1.613325446805975844e+03
6.117274316310243194e+03,2.104676293975377575e+03
5.750344779531250424e+03,2.104676293975377575e+03
6.998956502838269444e+03,1.610314935052942246e+03
6.630296161406809915e+03,1.610314935052942246e+03
5.642031220407192450e+03,1.409447803243804174e+03
5.444616624703689013e+03,1.409447803243804174e+03
5.502596141648538833e+03,1.581468763378833273e+03
5.613455599073741723e+03,1.581468763378833273e+03
5.308172337933979179e+03,2.065748657083394392e+03
5.415397042414359930e+03,2.065748657083394392e+03
6.446804491093235811e+03,1.223963486244328806e+03
6.644282112930082803e+03,1.223963486244328806e+03
5.421700398474090434e+03,2.515753440372987370e+03
5.579145364113232972e+03,2.515753440372987370e+03
5.765346485203652264e+03,2.118275749294713933e+03
5.658695034610159382e+03,2.118275749294713933e+03
5.384885934732677924e+03,2.028553263028790525e+03
5.284616230629002530e+03,2.028553263028790525e+03
4.551661390446199221e+03,3.158507291495960089e+03
4.532600792065851238e+03,3.158507291495960089e+03
5.990088466169652747e+03,1.949984253129976878e+03
5.893544988626387749e+03,1.949984253129976878e+03
6.501105911536600615e+03,1.097594660949614081e+03
6.203795834027257115e+03,1.097594660949614081e+03
5.398397021509607839e+03,1.458044970312221949e+03
5.023563042302193935e+03,1.458044970312221949e+03
5.904388231470034043e+03,2.295962011428619462e+03
6.681060381322052308e+03,2.295962011428619462e+03
6.418856166761653185e+03,1.228397422340476396e+03
6.951355945950705063e+03,1.228397422340476396e+03
6.410768755550214337e+03,1.377659775671841317e+03
6.172033604768142141e+03,1.377659775671841317e+03
5.830589662364404830e+03,1.327360110946478471e+03
5.751243327180854976e+03,1.327360110946478471e+03
5.820077726823041303e+03,1.606281599197688138e+03
5.733956020210528550e+03,1.606281599197688138e+03
7.619888715381243856e+03,1.345663085150960569e+03
7.205263877459887226e+03,1.345663085150960569e+03
5.986074188051117744e+03,1.841227531048847368e+03
5.936287691678568990e+03,1.841227531048847368e+03
6.534072563839727081e+03,1.737633514379730514e+03
6.522108390127185885e+03,1.737633514379730514e+03
7.221134381567859236e+03,1.556418553356647408e+03
6.681166083836117650e+03,1.556418553356647408e+03
5.833853871264616828e+03,1.672204445805085243e+03
5.900465958321019571e+03,1.672204445805085243e+03
5.838005052197658188e+03,7.448648020509825756e+02
5.981160346514707271e+03,7.448648020509825756e+02
5.006374174083636717e+03,4.110290760235808193e+03
4.736741662175481906e+03,4.110290760235808193e+03
6.457107514582740805e+03,1.787853252756422307e+03
6.220315741056305342e+03,1.787853252756422307e+03
5.017232246998227311e+03,1.810081038853679502e+03
5.035853669343620822e+03,1.810081038853679502e+03
6.666318830142567094e+03,1.174646189889399921e+03
6.650584612485815342e+03,1.174646189889399921e+03
7.538498311214467321e+03,1.173097634277993620e+03
7.546665710491733989e+03,1.173097634277993620e+03
5.079327177160439533e+03,2.419252791110471662e+03
5.321861880414459847e+03,2.419252791110471662e+03
7.357271069219507808e+03,1.282029322426969657e+03
7.484889008603520779e+03,1.282029322426969657e+03
4.827712129860438836e+03,1.715700088481171179e+03
4.782786457194435570e+03,1.715700088481171179e+03
5.562086928322511085e+03,1.781023055915043415e+03
5.401258682448102263e+03,1.781023055915043415e+03
6.078597389032846877e+03,1.880376989706754784e+03
5.873553205523569886e+03,1.880376989706754784e+03
5.177134241642360394e+03,2.223305210298314250e+03
5.414084920331894864e+03,2.223305210298314250e+03
5.008130031208796936e+03,2.599578029758758930e+03
4.888329763727433601e+03,2.599578029758758930e+03
5.484215396146227249e+03,1.869923861608016978e+03
5.373288138491530844e+03,1.869923861608016978e+03
4.869552277035516454e+03,2.071317464044760527e+03
4.951656311674599237e+03,2.071317464044760527e+03
5.593747377547465476e+03,1.619298373153010061e+03
5.599323261104104859e+03,1.619298373153010061e+03
6.035603313089050062e+03,1.790165779219949172e+03
6.341961087653960931e+03,1.790165779219949172e+03
5.831165472199623764e+03,1.556356537350977760e+03
6.849067864229515180e+03,1.556356537350977760e+03
5.914797451293850827e+03,1.563298609414712473e+03
5.910352669695626901e+03,1.563298609414712473e+03
5.706424290714237941e+03,2.325526576258509067e+03
6.110100705810372347e+03,2.325526576258509067e+03
5.402123749206294633e+03,2.425966131167119784e+03
5.326543435929967927e+03,2.425966131167119784e+03
6.084492788721103352e+03,2.911891701624912912e+03
5.487928518879834883e+03,2.911891701624912912e+03
5.594080972457091775e+03,1.707997552179439253e+03
5.582956673003120159e+03,1.707997552179439253e+03
5.353240031729150360e+03,1.744838188699686043e+03
5.526045555167017483e+03,1.744838188699686043e+03
5.205956470838807945e+03,2.249252538426665524e+03
5.310136112906085145e+03,2.249252538426665524e+03
5.487352100423275260e+03,2.353080001538808574e+03
5.332028557026482304e+03,2.353080001538808574e+03
6.401584260783129139e+03,1.361900852960804741e+03
6.293093614453521695e+03,1.361900852960804741e+03
5.177491373959517659e+03,2.731197457048214346e+03
5.195876356441208372e+03,2.731197457048214346e+03
5.026344646131294212e+03,4.310064246404171172e+03
5.191940490895359289e+03,4.310064246404171172e+03
6.382209175406422219e+03,1.522829726369047194e+03
6.502373606544159884e+03,1.522829726369047194e+03
5.815362742988986611e+03,1.408243705164777793e+03
5.690218240597866497e+03,1.408243705164777793e+03
5.170731185652246495e+03,2.013669978005069197e+03
5.202784521781584772e+03,2.013669978005069197e+03
5.518725112777426148e+03,1.588406165459300610e+03
5.210225516826531930e+03,1.588406165459300610e+03
5.180711059723445942e+03,2.490248038473081124e+03
5.291681822941342034e+03,2.490248038473081124e+03
4.792115046592694853e+03,2.130793603242340396e+03
4.747842811547592646e+03,2.130793603242340396e+03
5.857018917564092590e+03,1.205701868682154554e+03
5.727997797064726001e+03,1.205701868682154554e+03
7.092938716863149239e+03,1.230646364832501831e+03
7.290078308340341209e+03,1.230646364832501831e+03
5.741500830095290439e+03,1.545553682358587594e+03
5.889883717092449842e+03,1.545553682358587594e+03
5.071334741039848268e+03,1.852276666034123764e+03
5.039474634850371331e+03,1.852276666034123764e+03
5.162469058860213408e+03,2.133328614427372486e+03
5.113017538839182635e+03,2.133328614427372486e+03
5.391722618563068863e+03,1.953590760573060606e+03
5.483963593516409674e+03,1.953590760573060606e+03
6.115120041969017620e+03,2.062345179965789157e+03
6.011356896219585906e+03,2.062345179965789157e+03
6.503483811633121149e+03,1.792415640070551490e+03
6.415815318698322699e+03,1.792415640070551490e+03
4.949693112923393528e+03,1.971792348678057806e+03
4.869281952762004948e+03,1.971792348678057806e+03
5.073696142866525406e+03,2.024911384804338013e+03
5.020902615682324722e+03,2.024911384804338013e+03
4.952925358555430648e+03,2.072782119963213972e+03
5.128484544202578945e+03,2.072782119963213972e+03
5.342356167744347658e+03,2.012233299540886492e+03
5.227513591725419246e+03,2.012233299540886492e+03
5.441199252838706343e+03,2.233068776487769355e+03
5.237933041378280905e+03,2.233068776487769355e+03
6.328633565783000449e+03,1.796703808978118559e+03
6.221036389408807736e+03,1.796703808978118559e+03
6.020289033210755406e+03,1.949984253129976878e+03
6.086123658288679508e+03,1.949984253129976878e+03
6.222715628355917033e+03,1.617258649975231947e+03
6.189954432810795879e+03,1.617258649975231947e+03
6.395828210926400061e+03,1.375722638939173748e+03
6.276396757114971479e+03,1.375722638939173748e+03
5.459353368484771636e+03,1.825535774378773340e+03
5.361010413707852422e+03,1.825535774378773340e+03
6.164360955769627253e+03,1.705857379164533086e+03
6.415225805098975798e+03,1.705857379164533086e+03
6.392510211359738605e+03,1.144945691717570753e+03
6.368194666785479967e+03,1.144945691717570753e+03
6.348390770762460306e+03,1.093778710761140246e+03
6.493002071987770250e+03,1.093778710761140246e+03
6.869980294733178198e+03,1.485425982205455284e+03
6.400942451783156685e+03,1.485425982205455284e+03
5.360904527880364185e+03,1.808106593830844076e+03
6.030371152579754380e+03,1.808106593830844076e+03
5.149617239095395234e+03,2.122462877531029335e+03
5.165605300687653653e+03,2.122462877531029335e+03
5.667423550409732343e+03,2.005398446512837609e+03
6.002569525872195300e+03,2.005398446512837609e+03
5.367244666026130290e+03,3.502308872710527794e+03
5.128758098326632535e+03,3.502308872710527794e+03
5.681568541875891242e+03,1.525377580924377753e+03
5.506672251469447474e+03,1.525377580924377753e+03
6.079051946986357507e+03,1.626467489331815159e+03
6.152419345506362333e+03,1.626467489331815159e+03
5.864054558716995416e+03,1.791125003944585160e+03
6.247641360544204872e+03,1.791125003944585160e+03
6.697444133315008912e+03,2.683828533177704230e+03
6.370423991186484272e+03,2.683828533177704230e+03
6.428359009438162502e+03,1.679687861212058579e+03
6.465947909025954687e+03,1.679687861212058579e+03
5.910353172823070963e+03,1.236402613430990868e+03
5.875669748193724445e+03,1.236402613430990868e+03
7.107229335916743366e+03,1.522274406471952716e+03
6.634876560873532071e+03,1.522274406471952716e+03
5.413742816125926765e+03,1.688863122892971433e+03
5.328743082030134246e+03,1.688863122892971433e+03
6.110239638645357445e+03,1.608678658527341895e+03
6.165090179350312610e+03,1.608678658527341895e+03
